title;artist;top genre;year;bpm;energy;danceability;valence;duration;acousticness;speechiness
Higher;Creed;alternative metal;1999;156;83;46;43;317;0;4
Hold Back The River;James Bay;neo mellow;2015;135;72;72;51;239;5;9
Home;Phillip Phillips;folk-pop;2012;121;83;61;32;210;3;3
Hot N*gga;Bobby Shmurda;nyc rap;2014;168;51;79;18;195;5;42
How Do You Sleep?;Sam Smith;pop;2019;111;68;48;35;202;15;9
Hurricane;Kanye West;chicago rap;2021;80;56;59;35;243;5;15
Hurts So Good;Astrid S;alt z;2021;120;63;67;42;209;8;5
I Kissed A Girl;Katy Perry;pop;2008;130;76;70;70;180;0;7
I Need a Girl (Pt. 2) [feat. Loon & Ginuwine & Mario Winans];Diddy;dance pop;2004;200;47;71;78;286;42;48
I'm Like A Bird;Nelly Furtado;canadian latin;2000;90;61;62;61;243;15;4
I'm Still in Love with You (feat. Sasha);Sean Paul;dance pop;2022;87;67;77;76;273;10;17
Jackie Chan;Tiësto;big room;2018;128;83;75;69;216;37;5
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;Jennifer Lopez;dance pop;2002;100;77;85;96;188;1;19
Jumpin' Jumpin';Destiny's Child;dance pop;1999;89;69;77;68;230;1;6
Jumpman;Drake;canadian hip hop;2015;142;55;85;66;206;6;19
King;Years & Years;gauze pop;2015;120;86;56;43;215;6;4
Kiss Kiss (feat. T-Pain);Chris Brown;r&b;2007;140;66;73;55;251;5;23
Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown;r&b;2011;146;68;77;54;223;3;18
Man Of The Year;ScHoolboy Q;gangster rap;2014;112;87;75;37;216;1;4
Mercy;Kanye West;chicago rap;2012;140;50;56;43;329;7;41
Never Say Never;Justin Bieber;canadian pop;2011;97;81;74;63;228;2;7
On The Ground;ROSÉ;k-pop;2021;189;61;31;29;168;2;11
One Only;Pamungkas;indonesian pop;2018;145;52;25;11;255;22;3
Otro Trago;Sech;panamanian pop;2019;176;70;75;62;226;14;34
Party Up;DMX;east coast hip hop;1999;202;93;51;53;269;7;35
Pesan Terakhir;Lyodra;indonesian pop;2021;120;36;52;14;261;43;3
Ride;Lana Del Rey;art pop;2012;94;69;37;19;289;13;3
Right Now (Na Na Na);Akon;dance pop;2008;138;86;83;61;241;26;15
Roses;Outkast;atl hip hop;2003;109;71;75;51;370;5;5
Same Old Love;Selena Gomez;pop;2015;98;59;67;44;229;2;3
She Doesn't Mind;Sean Paul;dance pop;2012;120;78;72;62;228;0;7
She Hates Me;Puddle Of Mudd;alternative metal;2001;110;75;58;58;217;1;3
She Moves In Her Own Way;The Kooks;brighton indie;2006;153;80;41;81;169;24;6
Shivers;Ed Sheeran;pop;2021;141;86;79;82;208;28;9
Skinny Love;Birdy;neo mellow;2011;166;29;38;17;201;95;5
Skinny Love;Bon Iver;chamber pop;2008;76;26;59;11;239;85;6
Someday;The Strokes;alternative rock;2001;106;53;54;67;183;0;3
Someday;Nickelback;alternative metal;2003;163;86;46;60;207;0;4
Sway;Michael Bublé;adult standards;2003;126;64;71;74;188;75;3
Taste (feat. Offset);Tyga;hip hop;2018;98;56;88;34;233;2;12
Te Amo;Rihanna;barbadian pop;2009;172;71;57;75;208;54;8
Time to Pretend;MGMT;alternative rock;2007;101;94;44;42;261;0;5
Too Little Too Late;JoJo;dance pop;2006;82;80;42;73;222;1;6
Touch The Sky;Kanye West;chicago rap;2005;99;85;55;55;237;1;34
Trouble;Cage The Elephant;modern alternative rock;2015;78;62;47;30;226;39;3
Tuesday (feat. Danelle Sandoval);Burak Yeter;electro house;2016;99;64;84;68;242;2;7
U Got It Bad;Usher;atl hip hop;2001;124;50;82;65;248;2;3
U Remind Me;Usher;atl hip hop;2001;94;63;66;73;267;19;8
Unfaithful;Rihanna;barbadian pop;2006;144;39;59;35;227;84;3
Up;Cardi B;pop;2021;166;80;87;82;157;0;27
Water Under the Bridge;Adele;british soul;2015;95;83;59;54;240;1;6
We R Who We R;Kesha;dance pop;2010;120;82;74;65;205;1;4
What Goes Around.../...Comes Around (Interlude);Justin Timberlake;dance pop;2006;76;72;69;43;449;12;7
Whatcha Say;Jason Derulo;dance pop;2010;144;71;62;71;221;4;8
When I Grow Up;The Pussycat Dolls;dance pop;2008;118;69;67;37;246;0;5
Whoopty;CJ;nyc rap;2020;140;65;72;66;123;20;13
Without You (feat. Usher);David Guetta;big room;2012;128;61;61;40;208;23;3
WITHOUT YOU (with Miley Cyrus);The Kid LAROI;australian hip hop;2021;93;47;66;47;161;17;3
1 2 3 (feat. Jason Derulo & De La Ghetto);Sofía Reyes;latin pop;2018;95;90;79;79;202;17;6
7 Days;Craig David;british soul;2000;83;81;66;89;235;23;5
All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;electropop;2015;95;52;68;18;230;12;14
All Night;The Vamps;boy band;2017;145;80;54;51;198;0;4
Amazed;Lonestar;contemporary country;1999;140;54;56;24;241;26;3
As Good As I Once Was;Toby Keith;classic oklahoma country;2005;119;87;68;65;228;27;4
Bad Things (with Camila Cabello);Machine Gun Kelly;ohio hip hop;2017;138;69;70;31;239;21;15
Banana Pancakes;Jack Johnson;neo mellow;2005;115;37;81;63;192;60;12
Bangarang (feat. Sirah);Skrillex;brostep;2011;110;97;72;58;215;1;20
Beautiful Soul;Jesse McCartney;dance pop;2004;90;67;66;93;214;8;5
BedRock;Young Money;dirty south rap;2009;148;66;73;56;288;10;30
Beggin (original version);Madcon;norwegian hip hop;2007;129;80;72;45;216;3;6
Beverly Hills;Weezer;alternative rock;2005;88;82;69;74;196;9;7
Big Girls Don't Cry (Personal);Fergie;dance pop;2006;113;64;71;25;268;21;3
Big Pimpin';JAY-Z;east coast hip hop;1999;138;81;88;94;283;17;14
Body;Megan Thee Stallion;houston rap;2020;94;73;91;47;171;2;24
Brianstorm;Arctic Monkeys;garage rock;2007;165;97;42;46;173;0;19
Confessions Part II;Usher;atl hip hop;2004;138;47;85;70;211;6;14
Do It Again;Pia Mia;dance pop;2015;96;56;71;41;208;3;5
Donald Trump;Mac Miller;hip hop;2016;82;94;72;80;165;3;12
emotions;iann dior;melodic rap;2019;81;63;63;16;131;1;4
FEFE;6ix9ine;emo rap;2018;126;39;93;38;179;9;41
Get the Party Started;P!nk;dance pop;2001;129;90;80;96;193;0;5
Goodbye My Lover;James Blunt;neo mellow;2005;90;26;43;27;259;95;5
Hold On;Justin Bieber;canadian pop;2021;140;63;66;29;171;1;4
Hollaback Girl;Gwen Stefani;dance pop;2004;110;92;93;90;200;35;9
Home;Michael Bublé;adult standards;2005;128;37;61;35;226;84;3
Home (with Machine Gun Kelly X Ambassadors & Bebe Rexha);Machine Gun Kelly;ohio hip hop;2017;82;72;65;22;203;0;21
I Need A Doctor;Dr. Dre;g funk;2011;156;95;59;40;284;9;45
If U Seek Amy;Britney Spears;dance pop;2008;130;59;72;54;217;2;3
I'm a Slave 4 U;Britney Spears;dance pop;2001;110;84;85;96;204;42;11
I'm Sprung;T-Pain;dance pop;2005;100;33;73;20;231;9;10
I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne);DJ Khaled;hip hop;2017;81;67;61;81;289;6;4
Irreplaceable;Beyoncé;pop;2007;176;69;45;51;228;3;38
iSpy (feat. Lil Yachty);KYLE;deep underground hip hop;2016;75;65;75;67;253;38;29
Let Her Go;Passenger;folk-pop;2013;75;55;48;24;253;37;7
Lollipop;Lil Wayne;hip hop;2008;148;43;83;45;299;6;8
Lost Cause;Billie Eilish;art pop;2021;75;33;53;52;212;70;25
MotorSport;Migos;atl hip hop;2018;138;52;90;19;303;3;18
My Sacrifice;Creed;alternative metal;2001;146;88;32;26;295;0;5
New Flame (feat. Usher & Rick Ross);Chris Brown;r&b;2014;142;63;70;45;244;5;4
No Limit;G-Eazy;indie pop rap;2017;176;77;84;41;245;1;24
One Time;Justin Bieber;canadian pop;2009;146;85;69;76;216;6;4
Panini;Lil Nas X;lgbtq+ hip hop;2019;154;59;70;48;115;34;8
Play Hard (feat. Ne-Yo & Akon);David Guetta;big room;2012;130;92;69;80;201;17;5
Plug Walk;Rich The Kid;atl hip hop;2018;95;52;88;16;175;20;14
Pray For Me (with Kendrick Lamar);The Weeknd;canadian contemporary r&b;2018;101;68;74;19;211;8;9
Princess of China;Coldplay;permanent wave;2011;85;69;42;24;239;0;3
Rockstar;Nickelback;alternative metal;2005;144;91;62;69;252;5;4
Sandstorm;Darude;eurodance;2001;136;97;53;59;225;14;5
Saturday Sun;Vance Joy;folk-pop;2018;100;86;64;71;215;48;5
Say Something (feat. Chris Stapleton);Justin Timberlake;dance pop;2018;97;63;71;37;279;10;8
Shut Up And Drive;Rihanna;barbadian pop;2008;133;83;74;74;212;0;3
Sing;Ed Sheeran;pop;2014;120;67;82;94;235;30;5
Sit Next to Me;Foster The People;indietronica;2017;97;74;64;66;243;12;3
Skate;Bruno Mars;dance pop;2021;112;60;71;70;203;4;3
Slide Away;Miley Cyrus;pop;2019;148;54;53;29;234;17;3
Slow Jamz;Twista;chicago rap;2004;145;73;56;61;316;31;17
Smile;Lily Allen;dance pop;2006;96;64;63;73;197;0;3
Sofia;Alvaro Soler;latin pop;2016;128;73;69;91;210;11;3
Sonnentanz - Sun Don't Shine;Klangkarussell;austrian pop;2014;120;55;58;16;238;10;9
Spotlight;Marshmello;brostep;2018;150;82;55;62;178;1;15
Stickwitu;The Pussycat Dolls;dance pop;2005;80;55;55;38;208;28;6
Stop Crying Your Heart Out;Oasis;beatlesque;2002;75;57;38;9;303;8;3
Suge;DaBaby;hip hop;2019;75;66;88;84;163;6;43
Survivor;Destiny's Child;dance pop;2001;161;91;51;62;254;6;41
Talk (feat. Disclosure);Khalid;pop;2019;136;40;90;35;198;5;13
The Ocean (feat. Shy Martin);Mike Perry;pop dance;2016;90;57;63;19;183;2;3
The Show Goes On;Lupe Fiasco;chicago rap;2011;143;89;59;65;240;2;12
The Time (Dirty Bit);Black Eyed Peas;dance pop;2010;128;81;82;44;308;7;7
This Ain't A Scene It's An Arms Race;Fall Out Boy;emo;2007;200;89;44;41;212;0;6
This Is America;Childish Gambino;atl hip hop;2018;120;46;85;55;226;12;14
Thong Song;Sisqo;contemporary r&b;1999;122;89;71;71;254;12;7
Tonight Tonight;Hot Chelle Rae;dance rock;2011;100;78;69;81;200;8;12
Turn Down for What;DJ Snake;edm;2013;100;80;82;8;214;0;16
We Own It (Fast & Furious);2 Chainz;atl hip hop;2013;172;90;56;56;228;5;40
Youth of the Nation;P.O.D.;alternative metal;2001;98;86;56;52;256;1;6
7/11;Beyoncé;pop;2014;136;71;75;56;214;1;13
A Milli;Lil Wayne;hip hop;2008;151;70;67;77;222;4;28
After School;Weeekly;k-pop;2021;164;93;63;74;205;1;5
Again;Lenny Kravitz;permanent wave;2000;79;80;55;79;232;1;3
Alaska;Maggie Rogers;indie pop;2019;104;39;85;18;188;41;5
Axel F;Crazy Frog;techno;2005;138;91;86;79;169;28;4
Bailando - Spanish Version;Enrique Iglesias;dance pop;2014;91;79;72;96;243;5;11
Beautiful;Christina Aguilera;dance pop;2002;76;57;46;10;239;58;3
Beneath Your Beautiful (feat. Emeli Sandé);Labrinth;indie poptimism;2012;84;52;56;24;272;23;3
Best Thing I Never Had;Beyoncé;pop;2011;99;65;55;30;254;14;3
Better;Khalid;pop;2018;98;59;44;12;229;10;10
Boom Boom Pow;Black Eyed Peas;dance pop;2009;130;86;87;40;251;13;7
Bounce Back;Big Sean;detroit hip hop;2017;82;57;78;27;222;11;14
Breathless;The Corrs;celtic rock;2000;127;82;61;77;208;5;6
Broken Strings;James Morrison;neo mellow;2008;112;72;57;32;250;1;3
Buttons;The Pussycat Dolls;dance pop;2005;211;82;56;48;226;15;27
Candy;Robbie Williams;dance rock;2012;116;79;72;88;201;4;4
Can't Fight The Moonlight;LeAnn Rimes;contemporary country;2001;98;83;63;63;216;40;5
Clout (feat. Cardi B);Offset;atl hip hop;2019;140;62;92;42;206;23;10
Corazón (feat. Nego do Borel);Maluma;latin pop;2018;198;74;72;75;185;33;25
Country Grammar (Hot Shit);Nelly;dance pop;2000;163;66;87;56;287;1;11
Dakota;Stereophonics;britpop;2005;147;93;51;31;297;13;7
Daylight;Maroon 5;pop;2012;120;67;66;37;225;0;3
Deuces (feat. Tyga & Kevin McCall);Chris Brown;r&b;2011;74;74;69;22;277;3;11
Do You Remember;Jay Sean;dance pop;2009;126;67;85;82;211;2;7
Don't Wanna Know (feat. Kendrick Lamar);Maroon 5;pop;2018;100;61;78;42;214;34;7
DONTTRUSTME;3OH!3;electropowerpop;2008;130;71;79;51;193;2;25
DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;dance pop;2016;91;91;72;87;200;9;10
Fancy;Iggy Azalea;australian hip hop;2014;95;72;91;38;200;9;7
Freaky Friday (feat. Chris Brown);Lil Dicky;comedy rap;2018;133;60;76;76;217;15;22
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit;Bingo Players;big room;2012;128;99;80;72;167;2;6
Get Ur Freak On;Missy Elliott;dance pop;2001;178;75;80;74;211;53;25
Gives You Hell;The All-American Rejects;alternative metal;2008;100;69;72;55;213;2;4
H.O.L.Y.;Florida Georgia Line;contemporary country;2016;78;67;52;56;194;40;3
Hands To Myself;Selena Gomez;pop;2015;111;50;81;47;201;1;12
Haven't Met You Yet;Michael Bublé;adult standards;2009;123;73;62;80;245;15;3
He Wasn't Man Enough;Toni Braxton;contemporary r&b;2000;88;95;74;77;262;1;4
Here;Alessia Cara;canadian contemporary r&b;2015;120;82;38;33;199;8;10
Higher Power;Coldplay;permanent wave;2021;178;83;51;49;207;1;4
I Believe in a Thing Called Love;The Darkness;glam metal;2003;128;85;44;62;218;5;8
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;Avicii;edm;2012;128;79;51;64;208;33;4
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;Mario Winans;celtic;2016;97;52;83;40;257;35;5
I Love It (feat. Charli XCX);Icona Pop;candy pop;2013;126;91;71;82;157;1;3
I Write Sins Not Tragedies;Panic! At The Disco;pop;2005;170;82;57;67;186;7;14
I'm On One;DJ Khaled;hip hop;2011;149;81;41;44;296;5;32
It Girl;Jason Derulo;dance pop;2011;92;72;67;35;192;2;6
Jesus Walks;Kanye West;chicago rap;2004;87;83;64;72;194;61;32
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";P!nk;dance pop;2016;163;70;63;52;215;1;15
Just Lose It;Eminem;detroit hip hop;2004;121;63;94;96;249;6;5
Keep Your Head Up;Andy Grammer;neo mellow;2011;90;78;67;82;190;5;4
Kenangan Manis;Pamungkas;indonesian pop;2018;140;68;60;72;208;5;3
King's Dead (with Kendrick Lamar & Future & James Blake);Jay Rock;conscious hip hop;2018;137;71;65;38;230;0;30
Lifestyles of the Rich & Famous;Good Charlotte;alternative metal;2002;106;93;62;61;190;0;4
Live Like You Were Dying;Tim McGraw;contemporary country;2004;160;55;42;42;300;49;3
Lose Yourself to Dance (feat. Pharrell Williams);Daft Punk;electro;2013;100;66;83;67;354;8;6
Mercy;Duffy;british soul;2008;130;86;79;96;220;27;3
More - RedOne Jimmy Joker Remix;Usher;atl hip hop;2010;125;89;55;79;220;0;5
Motivation;Normani;pop;2019;171;89;60;88;194;2;10
My Humps;Black Eyed Peas;dance pop;2005;124;68;80;59;327;11;22
My Love;Westlife;boy band;2000;144;59;49;33;232;10;3
My Type;Saweetie;cali rap;2019;105;81;90;59;126;0;26
Over My Head (Cable Car);The Fray;neo mellow;2005;116;73;59;71;236;2;4
Panda;Desiigner;pop rap;2016;145;77;58;24;247;3;45
Pjanoo - Radio Edit;Eric Prydz;edm;2008;126;87;61;84;157;0;3
Pocketful of Sunshine;Natasha Bedingfield;dance pop;2007;110;88;72;66;203;19;5
Post to Be (feat. Chris Brown & Jhene Aiko);Omarion;dance pop;2014;97;68;73;70;227;7;4
Ready or Not;Bridgit Mendler;pop;2012;93;87;72;75;201;0;5
Ridin';Chamillionaire;dirty south rap;2005;143;80;79;84;303;19;10
Right Above It;Lil Wayne;hip hop;2010;76;84;38;46;272;4;36
Rock DJ;Robbie Williams;dance rock;2000;103;77;71;86;259;3;3
Rock Wit U (Awww Baby);Ashanti;dance pop;2003;95;80;71;85;209;41;6
Savin' Me;Nickelback;alternative metal;2005;164;82;44;52;219;0;3
Second Chance;Shinedown;alternative metal;2008;100;80;46;18;222;0;3
September Song;JP Cooper;uk pop;2017;96;62;61;37;220;5;4
Sexy And I Know It;LMFAO;dance pop;2011;130;86;71;80;199;10;32
Sexy Love;Ne-Yo;dance pop;2006;94;52;69;49;221;30;4
Show Me (feat. Chris Brown);Kid Ink;pop rap;2014;98;51;71;66;218;4;5
Slippery (feat. Gucci Mane);Migos;atl hip hop;2017;142;68;92;75;304;31;26
Some Nights;fun.;baroque pop;2012;108;74;67;39;277;2;5
Superstar;Jamelia;europop;2003;110;65;80;82;215;5;4
Sweat - Remix;Snoop Dogg;g funk;2011;130;73;81;73;196;6;3
The Edge Of Glory;Lady Gaga;art pop;2011;128;77;58;36;321;0;4
The Greatest (feat. Kendrick Lamar);Sia;australian dance;2016;192;73;67;73;210;1;27
The Sweet Escape;Gwen Stefani;dance pop;2006;120;77;76;73;246;19;3
The Way You Move (feat. Sleepy Brown);Outkast;atl hip hop;2003;126;60;87;64;234;13;5
This Is What It Feels Like;Armin van Buuren;dutch trance;2013;130;83;55;14;204;4;3
Touch My Body;Mariah Carey;dance pop;2008;79;67;71;84;205;10;5
True Love (feat. Lily Allen);P!nk;dance pop;2012;192;82;46;58;231;0;31
Turn Me On;Kevin Lyttle;soca;2004;106;68;68;88;192;4;4
What Hurts The Most;Rascal Flatts;contemporary country;2006;136;67;54;33;214;1;3
When I'm Gone;Eminem;detroit hip hop;2005;75;75;62;75;281;6;35
When I'm Gone;3 Doors Down;alternative metal;2002;148;77;53;37;260;0;3
Wherever I Go;OneRepublic;piano rock;2016;100;69;55;35;170;9;4
Who's That Chick? (feat. Rihanna);David Guetta;big room;2010;128;60;68;93;201;0;12
Wide Awake;Katy Perry;pop;2012;160;68;51;57;221;7;4
Work Bitch;Britney Spears;dance pop;2013;128;82;63;85;248;16;16
Work It;Missy Elliott;dance pop;2002;102;68;88;58;263;8;28
Yeah 3x;Chris Brown;r&b;2011;130;88;71;70;242;0;4
You Da One;Rihanna;barbadian pop;2011;127;72;70;86;200;50;4
You Know You Like It;DJ Snake;edm;2014;196;73;41;25;247;1;19
You Make Me Feel... (feat. Sabi);Cobra Starship;neon pop punk;2011;132;86;67;75;216;2;5
Your Love Is My Drug;Kesha;dance pop;2010;120;61;83;76;187;1;10
2 Phones;Kevin Gates;baton rouge rap;2016;122;68;90;55;240;16;36
All Eyes on You (feat. Chris Brown & Nicki Minaj);Meek Mill;hip hop;2015;78;66;59;25;224;2;20
Arcade (feat. FLETCHER);Duncan Laurence;dutch pop;2020;72;40;45;27;187;82;4
Ayo Technology;50 Cent;east coast hip hop;2007;140;78;63;42;248;8;13
Baby Boy (feat. Sean Paul);Beyoncé;pop;2003;91;49;66;79;245;8;22
Barking;Ramz;afroswing;2017;103;56;53;29;205;18;31
Be Careful;Cardi B;pop;2018;152;57;82;54;211;3;41
Big Green Tractor;Jason Aldean;contemporary country;2009;137;59;62;58;204;65;3
Birthday Sex;Jeremih;chicago rap;2009;60;52;68;45;227;30;4
Blow;Kesha;dance pop;2010;120;73;75;81;220;0;4
Carry Out (Featuring Justin Timberlake);Timbaland;dance pop;2009;116;57;53;27;232;11;11
Chocolate;The 1975;modern alternative rock;2013;100;94;61;61;225;0;6
Close;Nick Jonas;dance pop;2016;124;62;65;40;234;25;8
Coming Home;Diddy - Dirty Money;pop rap;2010;168;84;39;23;239;16;19
Diamonds;Rihanna;barbadian pop;2012;92;71;56;39;225;0;5
Dick (feat. Doja Cat);StarBoi3;slowed and reverb;2021;126;61;65;47;175;13;42
Dirrty (feat. Redman);Christina Aguilera;dance pop;2002;100;89;64;44;299;11;32
E.T.;Katy Perry;pop;2012;152;87;62;76;230;2;18
Fast Car;Jonas Blue;pop;2015;114;57;64;53;212;48;5
Hero;Enrique Iglesias;dance pop;2001;77;64;35;16;264;14;5
Hit 'Em Up Style (Oops!);Blu Cantrell;hip pop;2001;90;77;67;67;251;20;6
I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack;Ardhito Pramono;indonesian jazz;2020;85;32;37;15;220;85;4
I Miss You (feat. Julia Michaels);Clean Bandit;pop;2018;105;62;69;37;206;30;4
I Need A Dollar;Aloe Blacc;pop soul;2010;95;48;84;96;243;20;3
If We Ever Meet Again (Featuring Katy Perry);Timbaland;dance pop;2009;126;61;65;39;293;0;4
In the Shadows;The Rasmus;finnish alternative rock;2003;106;80;60;75;258;0;3
It's Only Me - Studio Version;Kaleb J;indonesian pop;2020;120;30;60;32;203;31;4
It's You;Sezairi;singaporean pop;2018;138;46;63;17;251;55;3
Just Like a Pill;P!nk;dance pop;2001;102;77;69;25;237;0;3
Ladbroke Grove;AJ Tracey;grime;2019;134;84;90;73;191;9;21
Landslide;The Chicks;contemporary country;2002;146;44;57;44;231;53;3
Last Request;Paolo Nutini;british soul;2007;81;70;61;40;220;24;5
Leave Me Alone;Flipp Dinero;melodic rap;2019;150;74;79;74;196;11;9
Let Me Love You (Until You Learn To Love Yourself);Ne-Yo;dance pop;2012;125;68;66;25;252;25;4
Like Toy Soldiers;Eminem;detroit hip hop;2004;79;77;52;40;297;2;36
Little Lion Man;Mumford & Sons;modern folk rock;2009;139;49;52;46;245;3;3
Lost Without You;Freya Ridings;uk pop;2019;67;14;39;10;226;93;5
Lovers And Friends;Lil Jon & The East Side Boyz;atl hip hop;2004;140;50;68;53;261;5;22
Man Down;Rihanna;barbadian pop;2010;156;90;47;56;267;4;18
Maps;Yeah Yeah Yeahs;alternative dance;2003;120;94;50;12;220;0;7
Mine;Taylor Swift;pop;2010;121;78;62;67;231;0;3
Move Ya Body;Nina Sky;hip pop;2004;121;71;87;88;232;2;4
My Life Would Suck Without You;Kelly Clarkson;dance pop;2009;145;88;53;42;211;0;5
Nasty Girl (feat. Diddy & Nelly & Jagged Edge & Avery Storm) - 2005 Remaster;The Notorious B.I.G.;east coast hip hop;2005;106;63;83;65;286;9;14
Oblivion;Grimes;art pop;2012;156;53;70;49;251;12;3
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit;Asaf Avidan;israeli pop;2012;119;67;83;53;215;22;6
Out Of Reach;GABRIELLE;british soul;2001;183;48;51;50;197;50;5
Picture (feat. Sheryl Crow);Kid Rock;nu metal;2001;98;50;69;38;299;17;2
Please Don't Go;Joel Adams;australian pop;2015;84;77;51;24;211;1;6
Rich Girl;Gwen Stefani;dance pop;2004;98;75;86;72;236;3;4
Right Thurr;Chingy;crunk;2003;92;75;87;89;251;15;25
Rock This Party - Everybody Dance Now;Bob Sinclar;disco house;2006;128;82;89;90;245;7;12
Rumors (feat. Cardi B);Lizzo;escape room;2021;119;73;83;61;173;13;9
See You Again;Miley Cyrus;pop;2007;139;91;69;80;190;2;18
Shake It Out;Florence + The Machine;baroque pop;2011;107;80;52;23;278;1;4
Single Ladies (Put a Ring on It);Beyoncé;pop;2008;193;58;43;27;193;4;30
Solo Dance;Martin Jensen;danish electronic;2016;115;85;75;40;175;5;5
Stay;Rihanna;barbadian pop;2012;112;31;62;13;241;95;3
Steady As She Goes;The Raconteurs;alternative rock;2006;124;58;53;54;215;1;12
Strip That Down (feat. Quavo);Liam Payne;pop;2019;106;50;87;55;202;20;5
Sunset Lover;Petit Biscuit;new french touch;2015;91;47;78;24;238;73;5
Take It Off;Kesha;dance pop;2010;125;68;73;74;215;0;3
Toosie Slide;Drake;canadian hip hop;2020;82;49;83;85;247;29;21
You Don't Own Me (feat. G-Eazy);SAYGRACE;r&b;2016;186;64;33;26;201;16;9
You Rock My World;Michael Jackson;r&b;2001;95;67;85;96;338;4;19
Youngblood;5 Seconds of Summer;boy band;2018;120;85;60;15;203;2;46
Yummy;Justin Bieber;canadian pop;2020;146;51;68;50;209;35;10
Absolutely (Story of a Girl) - Radio Mix;Nine Days;pop rock;2000;96;94;48;66;189;0;7
Ain't No Rest For The Wicked - Original Version;Cage The Elephant;modern alternative rock;2008;156;91;64;92;175;6;11
All Time Low;Jon Bellion;indie pop rap;2016;90;57;62;51;218;6;8
As Long As You Love Me;Justin Bieber;canadian pop;2012;140;87;57;61;229;8;10
Battle Scars (with Guy Sebastian);Lupe Fiasco;chicago rap;2012;168;81;52;49;250;19;29
Be Without You - Kendu Mix;Mary J. Blige;dance pop;2005;147;70;73;67;246;7;10
Because I Got High;Afroman;comedy rap;2001;166;34;80;85;198;17;49
Black Widow;Iggy Azalea;australian hip hop;2014;164;72;74;52;209;19;12
Blow Me (One Last Kiss);P!nk;dance pop;2012;114;92;60;73;256;0;4
Boo'd Up;Ella Mai;r&b;2017;82;78;56;24;256;9;5
Bye Bye Bye;*NSYNC;boy band;2000;173;93;61;88;201;4;5
Cheap Thrills (feat. Sean Paul);Sia;australian dance;2016;90;80;59;73;225;6;22
Closer;Ne-Yo;dance pop;2008;126;75;71;58;234;2;7
Cry for You;September;swedish electropop;2007;130;88;77;96;210;0;3
Dead And Gone;T.I.;atl hip hop;2008;135;75;71;47;300;4;26
Differences;Ginuwine;contemporary r&b;2001;63;59;56;42;266;32;6
Dragostea din tei;O-Zone;eurodance;2004;130;97;80;68;215;18;4
Drift Away;Uncle Kracker;country;2002;152;66;58;86;256;18;4
Fallin';Alicia Keys;neo soul;2001;96;61;65;48;210;26;4
Fighter;Christina Aguilera;dance pop;2002;189;92;44;45;246;24;20
For the First Time;The Script;celtic rock;2010;174;63;39;38;252;3;3
Frontin' (feat. Jay-Z) - Club Mix;Pharrell Williams;dance pop;2003;102;40;89;76;237;45;13
Gecko (Overdrive) - Radio Edit;Oliver Heldens;edm;2014;125;89;61;76;165;1;6
Ghetto Gospel;2Pac;g funk;2004;81;61;79;66;238;10;5
Gimme That;Chris Brown;r&b;2005;87;57;68;44;187;0;5
Goodies (feat. Petey Pablo);Ciara;dance pop;2004;102;65;83;87;223;3;5
High Hopes;Kodaline;irish pop;2013;77;49;49;22;230;58;3
Homemade Dynamite (Feat. Khalid & Post Malone & SZA) - REMIX;Lorde;art pop;2017;107;55;78;18;214;23;8
I Cry;Flo Rida;dance pop;2012;126;82;69;76;224;1;4
I Don't Like It. I Love It (feat. Robin Thicke & Verdine White);Flo Rida;dance pop;2015;118;77;85;78;224;2;14
I Got U;Duke Dumont;edm;2014;121;76;64;46;286;0;4
I'm A Believer;Smash Mouth;pop rock;2001;82;98;55;87;185;2;6
I'm Upset;Drake;canadian hip hop;2018;150;59;90;49;214;28;34
Impossible;Shontelle;barbadian pop;2010;90;62;60;53;227;39;3
Into You (feat. Tamia);Fabolous;gangster rap;2003;182;54;55;58;296;23;5
It's A Vibe;2 Chainz;atl hip hop;2017;73;50;82;53;210;3;15
Leave (Get Out);JoJo;dance pop;2004;87;56;70;46;243;16;20
Light On;Maggie Rogers;indie pop;2019;102;57;66;40;234;20;5
Lighters;Bad Meets Evil;detroit hip hop;2011;90;70;68;14;304;35;25
Locked Up;Akon;dance pop;2005;90;57;83;37;235;3;8
Lose Control (feat. Ciara & Fat Man Scoop);Missy Elliott;dance pop;2005;125;81;90;81;227;3;12
Love Don't Cost a Thing;Jennifer Lopez;dance pop;2001;98;84;79;69;221;0;7
Love Is A Losing Game;Amy Winehouse;british soul;2006;165;29;48;56;155;34;3
Lucky;Britney Spears;dance pop;2000;95;79;77;97;206;26;3
LUV;Tory Lanez;canadian hip hop;2016;190;53;54;25;229;1;25
m.A.A.d city;Kendrick Lamar;conscious hip hop;2012;91;73;49;22;350;5;27
